date,weekday,dayparts,owner,station,time,artist,title,release,grc,genre,ensemble,gender,race,city,b2b_gender
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,1:59:00 AM,"PAISLEY, BRAD",I'm Gonna Miss Her,2001,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,2:02:00 AM,"YOUNG, BRETT",Like I Loved You,2016,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,2:06:00 AM,"MOORE, JUSTIN",We Didn't Have Much,2020,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,2:09:00 AM,"BYRD, TRACY",The Keeper Of The Stars,1995,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,2:13:00 AM,OLD DOMINION,No Hard Feelings,2021,R,c-,group,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,2:15:00 AM,"STRAIT, GEORGE",She'll Leave You With A Smile,2001,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,2:19:00 AM,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,2:22:00 AM,"BRYAN, LUKE",Drink A Beer,2013,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,2:28:00 AM,"PEARCE, CARLY/MCBRYDE, ASHLEY",Never Wanted To Be That Girl,2021,R,c-,collab,women,white,KansasCity,X
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,2:31:00 AM,"URBAN, KEITH",Who Wouldn't Wanna Be Me,2002,G,c-,solo,men,white,KansasCity,X
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,2:34:00 AM,"JACKSON, ALAN",Little Bitty,1996,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,2:37:00 AM,"DICKERSON, RUSSELL",Home Sweet,2020,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,2:41:00 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,KansasCity,X
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,2:44:00 AM,"YOUNG, CHRIS",I'm Comin' Over,2015,G,c-,solo,men,white,KansasCity,X
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,2:47:00 AM,"MCGRAW, TIM",Live Like You Were Dying,2004,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,2:51:00 AM,"STAPLETON, CHRIS",Starting Over,2020,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,2:55:00 AM,"ALDEAN, JASON",Just Gettin' Started,2014,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,2:58:00 AM,LADY ANTEBELLUM,American Honey,2009,G,c-,trio,male-female,white,KansasCity,X
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,3:01:00 AM,"BRICE, LEE",Rumor,2017,G,c-,solo,men,white,KansasCity,X
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,3:05:00 AM,"RHETT, THOMAS/PARDI, JON",Beer Can't Fix,2019,G,c-,collab,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,3:08:00 AM,"BROOKS, GARTH",Rodeo,1991,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,3:12:00 AM,"JANSON, CHRIS",Bye Mom,2021,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,3:16:00 AM,"RUCKER, DARIUS",Come Back Song,2010,G,c-,solo,men,black,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,3:20:00 AM,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,2020,R,c-,collab,men,multiethnic,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,3:23:00 AM,ZAC BROWN BAND,Homegrown,2015,G,c-,group,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,3:28:00 AM,"CHURCH, ERIC",Heart On Fire,2021,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,3:32:00 AM,"NICHOLS, JOE",Gimmie That Girl,2009,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,3:35:00 AM,"MCENTIRE, REBA",Is There Life Out There,1992,G,c-,solo,women,white,KansasCity,X
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,3:39:00 AM,"CARMICHAEL, DILLON",Son Of A,2021,C,c-,solo,men,white,KansasCity,X
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,3:43:00 AM,"RODGERS, JAMESON/COMBS, LUKE",Cold Beer Calling…,2020,R,c-,collab,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,3:47:00 AM,"SHELTON, BLAKE",Honey Bee,2011,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,3:50:00 AM,"BROWN, KANE",Good As You,2018,G,c-,solo,men,multiethnic,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,3:53:00 AM,"ALLAN, GARY",Every Storm (Runs Out Of Rain),2012,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,3:57:00 AM,"DICKERSON, RUSSELL",Yours,2015,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,4:01:00 AM,OLD DOMINION,Written In The Sand,2017,G,c-,group,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,4:04:00 AM,"WALLEN, MORGAN",Whiskey Glasses,2016,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,4:07:00 AM,"STRAIT, GEORGE",Write This Down,1999,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,4:11:00 AM,"MCCOLLUM, PARKER",To Be Loved By You,2020,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,4:14:00 AM,"BENTLEY, DIERKS",Free And Easy (Down The...),2006,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,4:18:00 AM,"MOORE, JUSTIN",With A Woman You Love,2021,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,4:20:00 AM,"PARDI, JON",Head Over Boots,2015,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,4:25:00 AM,"DAVIS, JORDAN/BRYAN, LUKE",Buy Dirt,2021,R,c-,collab,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,4:28:00 AM,BROOKS & DUNN,Red Dirt Road,2003,G,c-,duo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,4:32:00 AM,RASCAL FLATTS,Prayin' For Daylight,2000,G,c-,trio,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,4:36:00 AM,"ARTS, TENILLE","Back Then, Right Now",2021,R,c-,solo,women,white,KansasCity,X
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,4:41:00 AM,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,KansasCity,X
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,4:45:00 AM,"ATKINS, RODNEY",Farmer's Daughter,2010,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,4:48:00 AM,"YOUNG, BRETT",In Case You Didn't Know,2016,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,4:52:00 AM,ELI YOUNG BAND,Even If It Breaks Your Heart,2011,G,c-,group,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,4:55:00 AM,ZAC BROWN BAND,No Hurry,2010,G,c-,group,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,4:59:00 AM,"TURNER, JOSH",Would You Go With Me,2006,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,5:12:00 AM,"MCCREERY, SCOTTY",Five More Minutes,2017,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,5:16:00 AM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,5:18:00 AM,"CHESNUTT, MARK",Bubba Shot The Jukebox,1992,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,5:21:00 AM,"CHURCH, ERIC",Springsteen,2011,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,5:26:00 AM,"BALLERINI, KELSEA/CHESNEY, KENNY",Half Of My Hometown,2020,R,c-,collab,male-female,white,KansasCity,X
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,5:29:00 AM,LOCASH,One Big Country Song,2019,G,c-,duo,men,white,KansasCity,X
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,5:40:00 AM,"STRAIT, GEORGE",You Know Me Better Than That,1991,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,5:43:00 AM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,5:47:00 AM,SUGARLAND,Baby Girl,2004,G,c-,duo,male-female,white,KansasCity,X
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,5:51:00 AM,"KEITH, TOBY",Should've Been A Cowboy,1993,G,c-,solo,men,white,KansasCity,X
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,5:54:00 AM,"CHESNEY, KENNY",Never Wanted Nothing More,2007,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",OVN,Steel City,KFKF-FM,5:58:00 AM,"RUCKER, DARIUS",Homegrown Honey,2014,G,c-,solo,men,black,KansasCity,B2Bmen
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,6:01:00 AM,LADY ANTEBELLUM,Downtown,2013,G,c-,trio,male-female,white,KansasCity,X
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,6:15:00 AM,"URBAN, KEITH",Where The Blacktop Ends,2000,G,c-,solo,men,white,KansasCity,X
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,6:18:00 AM,"PEARCE, CARLY/MCBRYDE, ASHLEY",Never Wanted To Be That Girl,2021,R,c-,collab,women,white,KansasCity,X
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,6:21:00 AM,"ALDEAN, JASON",She's Country,2008,G,c-,solo,men,white,KansasCity,X
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,6:24:00 AM,"BRICE, LEE",One Of Them Girls,2020,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,6:28:00 AM,"MURPHY, DAVID LEE/CHESNEY, KENNY",Everything's Gonna Be Alright,2017,G,c-,collab,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,6:40:00 AM,"MESSINA, JO DEE",That's The Way,2000,G,c-,solo,women,white,KansasCity,X
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,6:43:00 AM,"PARDI, JON",Tequila Little Time,2019,R,c-,solo,men,white,KansasCity,X
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,6:46:00 AM,"SHELTON, BLAKE",Austin,2001,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,6:50:00 AM,"TRAVIS, RANDY","Forever And Ever, Amen",1987,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,6:54:00 AM,"LYNCH, DUSTIN",Good Girl,2018,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,6:57:00 AM,"MOORE, KIP",Hey Pretty Girl,2012,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,7:00:00 AM,"BRYAN, LUKE",Crash My Party,2013,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,7:14:00 AM,"TRITT, TRAVIS",Lord Have Mercy On The ...,1992,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,7:19:00 AM,"CHURCH, ERIC",Heart On Fire,2021,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,7:23:00 AM,"BYRD, TRACY",Watermelon Crawl,1994,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,7:26:00 AM,"BENTLEY, DIERKS",Gone,2020,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,7:30:00 AM,"FLORIDA GEORGIA LINE/MCGRAW, TIM",May We All,2016,G,c-,collab,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,7:42:00 AM,"JACKSON, ALAN",I Don't Even Know Your Name,1994,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,7:46:00 AM,"OWEN, JAKE",Best Thing Since Backroads,2021,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,7:50:00 AM,"ELDREDGE, BRETT",Don't Ya,2012,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,7:53:00 AM,"HUNT, SAM",Take Your Time,2014,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,7:56:00 AM,"UNDERWOOD, CARRIE",Two Black Cadillacs,2012,G,c-,solo,women,white,KansasCity,X
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,8:01:00 AM,BROOKS & DUNN,Brand New Man,1991,G,c-,duo,men,white,KansasCity,X
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,8:13:00 AM,"STRAIT, GEORGE","Love Without End, Amen",1990,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,8:16:00 AM,"MCCREERY, SCOTTY",Damn Strait,2021,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,8:19:00 AM,"WILSON, GRETCHEN",Redneck Woman,2004,G,c-,solo,women,white,KansasCity,X
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,8:23:00 AM,OLD DOMINION,Make It Sweet,2018,G,c-,group,men,white,KansasCity,X
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,8:26:00 AM,"TWAIN, SHANIA",Whose Bed Have Your Boots ...,1994,G,c-,solo,women,white,KansasCity,X
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,8:30:00 AM,"WALLEN, MORGAN",Chasin' You,2018,G,c-,solo,men,white,KansasCity,X
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,8:34:00 AM,"RUCKER, DARIUS",It Won't Be Like This For Long,2008,G,c-,solo,men,black,KansasCity,B2Bmen
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,8:37:00 AM,"MCBRIDE, MARTINA",My Baby Loves Me,1993,G,c-,solo,women,white,KansasCity,X
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,8:40:00 AM,ZAC BROWN BAND,Same Boat,2021,R,c-,group,men,white,KansasCity,X
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,8:51:00 AM,LITTLE BIG TOWN,Boondocks,2005,G,c-,group,male-female,white,KansasCity,X
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,8:55:00 AM,"CURRINGTON, BILLY",It Don't Hurt Like It Used To,2015,G,c-,solo,men,white,KansasCity,X
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,8:58:00 AM,"GREEN, RILEY",There Was This Girl,2018,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,9:01:00 AM,"MESSINA, JO DEE",Lesson In Leavin',1998,G,c-,solo,women,white,KansasCity,X
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,9:05:00 AM,"RHETT, THOMAS",Country Again,2021,R,c-,solo,men,white,KansasCity,X
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,9:09:00 AM,"CHESNEY, KENNY",Living In Fast Forward,2005,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,9:12:00 AM,"ALDEAN, JASON",You Make It Easy,2018,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,9:15:00 AM,BROOKS & DUNN,Neon Moon,1992,G,c-,duo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,9:19:00 AM,"CHURCH, ERIC",Talladega,2014,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,9:31:00 AM,RASCAL FLATTS,Life Is A Highway,2006,G,c-,trio,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,9:36:00 AM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,9:39:00 AM,"MCGRAW, TIM",Where The Green Grass Grows,1997,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,9:42:00 AM,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,KansasCity,B2Bmen
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,9:52:00 AM,"PAISLEY, BRAD",Mud On The Tires,2003,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,9:55:00 AM,"SHELTON, BLAKE",Come Back As A Country Boy,2021,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",AMD,Steel City,KFKF-FM,9:59:00 AM,"BRYAN, LUKE",Kick The Dust Up,2015,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,10:02:00 AM,"STRAIT, GEORGE",Living And Living Well,2001,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,10:06:00 AM,LONESTAR,Amazed,1999,G,c-,group,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,10:10:00 AM,"CURRINGTON, BILLY",Don't It,2014,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,10:13:00 AM,"MOORE, JUSTIN",With A Woman You Love,2021,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,10:16:00 AM,"CARPENTER, MARY CHAPIN",Down At The Twist And Shout,1990,G,c-,solo,women,white,KansasCity,X
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,10:19:00 AM,"TURNER, JOSH",Why Don't We Just Dance,2009,G,c-,solo,men,white,KansasCity,X
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,10:22:00 AM,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,10:33:00 AM,"MONTGOMERY, JOHN MICHAEL",Life's A Dance,1992,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,10:36:00 AM,"COMBS, LUKE",Beautiful Crazy,2017,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,10:39:00 AM,"CORBIN, EASTON",Little More Country Than That,2009,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,10:41:00 AM,"PEARCE, CARLY/MCBRYDE, ASHLEY",Never Wanted To Be That Girl,2021,R,c-,collab,women,white,KansasCity,X
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,10:53:00 AM,"MCCREERY, SCOTTY",You Time,2020,R,c-,solo,men,white,KansasCity,X
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,10:56:00 AM,"BLACK, CLINT",Like The Rain,1996,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,11:00:00 AM,"OWEN, JAKE",Barefoot Blue Jean Night,2011,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,11:03:00 AM,"ALDEAN, JASON",Burnin' It Down,2014,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,11:06:00 AM,"CHURCH, ERIC",Heart On Fire,2021,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,11:10:00 AM,BROOKS & DUNN,My Maria,1996,G,c-,duo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,11:14:00 AM,"BROWN, KANE",Heaven,2017,G,c-,solo,men,multiethnic,KansasCity,B2Bmen
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,11:17:00 AM,"LAMBERT, MIRANDA",Mama's Broken Heart,2011,G,c-,solo,women,white,KansasCity,X
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,11:19:00 AM,"DAVIS, JORDAN/BRYAN, LUKE",Buy Dirt,2021,R,c-,collab,men,white,KansasCity,X
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,11:30:00 AM,"ELDREDGE, BRETT",Beat Of The Music,2013,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,11:32:00 AM,"TRITT, TRAVIS",Here's A Quarter (Call ...),1991,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,11:35:00 AM,HARDY,Give Heaven Some Hell,2020,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,11:39:00 AM,"ATKINS, RODNEY",Take A Back Road,2011,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,11:50:00 AM,LOCASH,I Love This Life,2014,G,c-,duo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,11:54:00 AM,"MCGRAW, TIM",Not A Moment Too Soon,1994,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,11:57:00 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,KansasCity,X
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,12:02:00 PM,"HOWARD, BLANE",Run It Back,2020,C,c-,solo,men,white,KansasCity,X
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,12:05:00 PM,"CLARK, TERRI",I Wanna Do It All,2002,G,c-,solo,women,white,KansasCity,X
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,12:08:00 PM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,KansasCity,X
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,12:11:00 PM,"ROGERS, KENNY",Coward Of The County,1980,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,12:15:00 PM,"COMBS, LUKE",Doin' This,2021,R,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,12:19:00 PM,"ZAC BROWN BAND/JACKSON, ALAN",As She's Walking Away,2010,G,c-,collab,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,12:31:00 PM,"BENTLEY, DIERKS",What Was I Thinkin',2003,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,12:35:00 PM,MIDLAND,Drinkin' Problem,2016,G,c-,trio,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,12:39:00 PM,"ANDERSON, JOHN",Straight Tequila Night,1991,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,12:42:00 PM,"WILSON, GRETCHEN",Here For The Party,2004,G,c-,solo,women,white,KansasCity,X
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,12:52:00 PM,"BRYAN, LUKE",Most People Are Good,2017,G,c-,solo,men,white,KansasCity,X
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,12:56:00 PM,"KERSHAW, SAMMY",She Don't Know She's Beautiful,1993,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,12:59:00 PM,"BALLERINI, KELSEA/CHESNEY, KENNY",Half Of My Hometown,2020,R,c-,collab,male-female,white,KansasCity,X
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,1:03:00 PM,"NICHOLS, JOE",Sunny And 75,2013,G,c-,solo,men,white,KansasCity,X
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,1:06:00 PM,"SHELTON, BLAKE",Ol' Red,2001,G,c-,solo,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,1:10:00 PM,OLD DOMINION,Snapback,2015,G,c-,group,men,white,KansasCity,B2Bmen
1/24/22,"Monday, Block",MID,Steel City,KFKF-FM,1:13:00 PM,"OWEN, JAKE",Best Thing Since Backroads,2021,R,c-,solo,men,white,KansasCity,B2Bmen
